### LOVD-version 3000-180 ### Transcripts Quick Download format ### This file can not be imported ###
# charset=UTF-8
"{{chromosome}}"	"{{geneid}}"	"{{name}}"	"{{id_ncbi}}"	"{{id_protein_ncbi}}"
"6"	"KHDC1L"	"KH homology domain containing 1-like"	"NM_001126063.2"	"NP_001119535.1"
"6"	"KHDC3L"	"chromosome 6 open reading frame 221"	"NM_001017361.2"	"NP_001017361.1"
"1"	"KHDRBS1"	"KH domain containing, RNA binding, signal transduction associated 1"	"NM_006559.1"	"NP_006550.1"
"6"	"KHDRBS2"	"KH domain containing, RNA binding, signal transduction associated 2"	"NM_152688.2"	"NP_689901.2"
"8"	"KHDRBS3"	"KH domain containing, RNA binding, signal transduction associated 3"	"NM_006558.1"	"NP_006549.1"
"2"	"KHK"	"transcript variant a"	"NM_000221.2"	"NP_000212.1"
"14"	"KHNYN"	"KH and NYN domain containing"	"NM_015299.2"	"NP_056114.1"
"19"	"KHSRP"	"KH-type splicing regulatory protein"	"NM_003685.2"	"NP_003676.2"
"9"	"KIAA0020"	"KIAA0020"	"NM_014878.4"	"NP_055693.4"
"1"	"KIAA0040"	"transcript variant 2"	"NM_014656.2"	"NP_055471.2"
"17"	"KIAA0100"	"KIAA0100"	"NM_014680.3"	"NP_055495.2"
"15"	"KIAA0101"	"transcript variant 1"	"NM_014736.4"	"NP_055551.1"
"14"	"KIAA0125"	"KIAA0125"	"NR_026800.1"	""
"5"	"KIAA0141"	"transcript variant 1"	"NM_014773.3"	"NP_055588.3"
"8"	"KIAA0146"	"KIAA0146"	"NM_001080394.2"	"NP_001073863.1"
"17"	"KIAA0195"	"KIAA0195"	"NM_014738.4"	"NP_055553.3"
"8"	"KIAA0196"	"KIAA0196"	"NM_014846.3"	"NP_055661.3"
"3"	"KIAA0226"	"transcript variant 2"	"NM_014687.1"	"NP_055502.1"
"13"	"KIAA0226L"	"KIAA0226-like"	"NM_025113.2"	"NP_079389.2"
"4"	"KIAA0232"	"transcript variant 1"	"NM_014743.2"	"NP_055558.2"
"14"	"KIAA0247"	"KIAA0247"	"NM_014734.3"	"NP_055549.1"
"14"	"KIAA0317"	"KIAA0317"	"NM_001039479.1"	"NP_001034568.1"
"6"	"KIAA0319"	"transcript variant 1"	"NM_014809.3"	"NP_055624.2"
"1"	"KIAA0319L"	"KIAA0319-like"	"NM_024874.4"	"NP_079150.3"
"19"	"KIAA0355"	"KIAA0355"	"NM_014686.3"	"NP_055501.2"
"9"	"KIAA0368"	"KIAA0368"	"NM_001080398.1"	"NP_001073867.1"
"14"	"KIAA0391"	"transcript variant 1"	"NM_014672.3"	"NP_055487.2"
"6"	"KIAA0408"	"KIAA0408"	"NM_014702.4"	"NP_055517.3"
"16"	"KIAA0430"	"transcript variant 1"	"NM_014647.3"	"NP_055462.2"
"16"	"KIAA0513"	"KIAA0513"	"NM_014732.2"	"NP_055547.1"
"16"	"KIAA0556"	"KIAA0556"	"NM_015202.2"	"NP_056017.2"
"14"	"KIAA0586"	"transcript variant 5"	"NM_014749.3"	"NP_055564.3"
"17"	"KIAA0753"	"KIAA0753"	"NM_014804.2"	"NP_055619.2"
"1"	"KIAA0754"	"KIAA0754"	"NM_015038.1"	"NP_055853.1"
"5"	"KIAA0825"	"transcript variant 2"	"NM_173665.2"	"NP_775936.1"
"7"	"KIAA0895"	"transcript variant 2"	"NM_015314.2"	"NP_056129.2"
"16"	"KIAA0895L"	"KIAA0895-like"	"NM_001040715.1"	"NP_001035805.1"
"1"	"KIAA0907"	"KIAA0907"	"NM_014949.2"	"NP_055764.2"
"4"	"KIAA0922"	"transcript variant 2"	"NM_015196.3"	"NP_056011.3"
"22"	"KIAA0930"	"transcript variant 2"	"NM_001009880.1"	"NP_001009880.1"
"5"	"KIAA0947"	"KIAA0947"	"NM_015325.2"	"NP_056140.1"
"6"	"KIAA1009"	"KIAA1009"	"NM_014895.2"	"NP_055710.2"
"15"	"KIAA1024"	"KIAA1024"	"NM_015206.2"	"NP_056021.1"
"5"	"KIAA1024L"	"KIAA1024-like"	"NM_001257308.1"	"NP_001244237.1"
"12"	"KIAA1033"	"KIAA1033"	"NM_015275.1"	"NP_056090.1"
"9"	"KIAA1045"	"KIAA1045"	"NM_015297.1"	"NP_056112.1"
"1"	"KIAA1107"	"KIAA1107"	"NM_015237.2"	"NP_056052.2"
"4"	"KIAA1109"	"KIAA1109"	"NM_015312.3"	"NP_056127.2"
"3"	"KIAA1143"	"KIAA1143"	"NM_020696.3"	"NP_065747.1"
"7"	"KIAA1147"	"KIAA1147"	"NM_001080392.1"	"NP_001073861.1"
"9"	"KIAA1161"	"KIAA1161"	"NM_020702.3"	"NP_065753.2"
"5"	"KIAA1191"	"transcript variant 1"	"NM_020444.3"	"NP_065177.2"
"15"	"KIAA1199"	"KIAA1199"	"NM_018689.1"	"NP_061159.1"
"X"	"KIAA1210"	"KIAA1210"	"NM_020721.1"	"NP_065772.1"
"4"	"KIAA1211"	"KIAA1211"	"NM_020722.1"	"NP_065773.1"
"2"	"KIAA1211L"	"KIAA1211-like"	"NM_207362.2"	"NP_997245.2"
"10"	"KIAA1217"	"transcript variant 1"	"NM_019590.3"	"NP_062536.2"
"4"	"KIAA1239"	"KIAA1239"	"NM_001144990.1"	"NP_001138462.1"
"6"	"KIAA1244"	"KIAA1244"	"NM_020340.4"	"NP_065073.3"
"3"	"KIAA1257"	"KIAA1257"	"NM_020741.2"	"NP_065792.1"
"10"	"KIAA1279"	"KIAA1279"	"NM_015634.3"	"NP_056449.1"
"1"	"KIAA1324"	"KIAA1324"	"NM_020775.3"	"NP_065826.2"
"7"	"KIAA1324L"	"transcript variant 2"	"NM_152748.3"	"NP_689961.3"
"18"	"KIAA1328"	"KIAA1328"	"NM_020776.1"	"NP_065827.1"
"11"	"KIAA1377"	"KIAA1377"	"NM_020802.2"	"NP_065853.2"
"3"	"KIAA1407"	"KIAA1407"	"NM_020817.1"	"NP_065868.1"
"8"	"KIAA1429"	"transcript variant 1"	"NM_015496.4"	"NP_056311.2"
"4"	"KIAA1430"	"KIAA1430"	"NM_020827.1"	"NP_065878.1"
"9"	"KIAA1432"	"transcript variant 2"	"NM_001135920.2"	"NP_001129392.2"
"8"	"KIAA1456"	"transcript variant 2"	"NM_001099677.1"	"NP_001093147.1"
"10"	"KIAA1462"	"KIAA1462"	"NM_020848.2"	"NP_065899.1"
"12"	"KIAA1467"	"KIAA1467"	"NM_020853.1"	"NP_065904.1"
"18"	"KIAA1468"	"KIAA1468"	"NM_020854.3"	"NP_065905.2"
"1"	"KIAA1522"	"transcript variant 2"	"NM_001198972.1"	"NP_001185901.1"
"3"	"KIAA1524"	"KIAA1524"	"NM_020890.2"	"NP_065941.2"
"7"	"KIAA1549"	"transcript variant 2"	"NM_001164665.1"	"NP_001158137.1"
"11"	"KIAA1549L"	"KIAA1549-like"	"NM_012194.2"	"NP_036326.2"
"6"	"KIAA1586"	"KIAA1586"	"NM_020931.2"	"NP_065982.1"
"10"	"KIAA1598"	"transcript variant 2"	"NM_018330.6"	"NP_060800.2"
"16"	"KIAA1609"	"KIAA1609"	"NM_020947.3"	"NP_065998.3"
"1"	"KIAA1614"	"KIAA1614"	"NM_020950.1"	"NP_066001.1"
"22"	"KIAA1644"	"KIAA1644"	"NM_001099294.1"	"NP_001092764.1"
"22"	"KIAA1671"	"KIAA1671"	"NM_001145206.1"	"NP_001138678.1"
"19"	"KIAA1683"	"transcript variant 1"	"NM_001145304.1"	"NP_001138776.1"
"13"	"KIAA1704"	"KIAA1704"	"NM_018559.2"	"NP_061029.2"
"2"	"KIAA1715"	"KIAA1715"	"NM_030650.1"	"NP_085153.1"
"11"	"KIAA1731"	"KIAA1731"	"NM_033395.1"	"NP_203753.1"
"14"	"KIAA1737"	"KIAA1737"	"NM_033426.2"	"NP_219494.2"
"1"	"KIAA1751"	"KIAA1751"	"NM_001080484.1"	"NP_001073953.1"
"20"	"KIAA1755"	"KIAA1755"	"NM_001029864.1"	"NP_001025035.1"
"2"	"KIAA1841"	"transcript variant 2"	"NM_032506.2"	"NP_115895.2"
"8"	"KIAA1875"	"KIAA1875"	"NR_024207.1"	""
"6"	"KIAA1919"	"KIAA1919"	"NM_153369.2"	"NP_699200.2"
"9"	"KIAA1958"	"KIAA1958"	"NM_133465.2"	"NP_597722.1"
"8"	"KIAA1967"	"transcript variant 1"	"NM_021174.5"	"NP_066997.3"
"9"	"KIAA1984"	"KIAA1984"	"NM_001039374.4"	"NP_001034463.4"
"9"	"KIAA1984-AS1"	"KIAA1984 antisense RNA 1"	"NR_024580.1"	""
"1"	"KIAA2013"	"KIAA2013"	"NM_138346.2"	"NP_612355.1"
"3"	"KIAA2018"	"KIAA2018"	"NM_001009899.2"	"NP_001009899.2"
"X"	"KIAA2022"	"KIAA2022"	"NM_001008537.2"	"NP_001008537.1"
"9"	"KIAA2026"	"KIAA2026"	"NM_001017969.2"	"NP_001017969.2"
"2"	"KIDINS220"	"kinase D-interacting substrate, 220kDa"	"NM_020738.2"	"NP_065789.1"
"10"	"KIF11"	"kinesin family member 11"	"NM_004523.3"	"NP_004514.2"
"9"	"KIF12"	"kinesin family member 12"	"NM_138424.1"	"NP_612433.1"
"6"	"KIF13A"	"transcript variant 2"	"NM_001105566.2"	"NP_001099036.1"
"8"	"KIF13B"	"kinesin family member 13B"	"NM_015254.3"	"NP_056069.2"
"1"	"KIF14"	"kinesin family member 14"	"NM_014875.2"	"NP_055690.1"
"3"	"KIF15"	"kinesin family member 15"	"NM_020242.2"	"NP_064627.1"
"20"	"KIF16B"	"transcript variant 3"	"NM_001199865.1"	"NP_001186794.1"
"1"	"KIF17"	"transcript variant 1"	"NM_020816.2"	"NP_065867.2"
"11"	"KIF18A"	"kinesin family member 18A"	"NM_031217.3"	"NP_112494.3"
"17"	"KIF18B"	"transcript variant 1"	"NM_001265577.1"	"NP_001252506.1"
"17"	"KIF19"	"kinesin family member 19"	"NM_153209.3"	"NP_694941.2"
"2"	"KIF1A"	"transcript variant 1"	"NM_001244008.1"	"NP_001230937.1"
"2"	"KIF1A"	"transcript variant 2"	"NM_004321.6"	"NP_004312.2"
"1"	"KIF1B"	"transcript variant 1"	"NM_015074.3"	"NP_055889.2"
"17"	"KIF1C"	"kinesin family member 1C"	"NM_006612.5"	"NP_006603.2"
"5"	"KIF20A"	"kinesin family member 20A"	"NM_005733.2"	"NP_005724.1"
"10"	"KIF20B"	"kinesin family member 20B"	"NM_016195.2"	"NP_057279.2"
"12"	"KIF21A"	"transcript variant 2"	"NM_017641.3"	"NP_060111.2"
"1"	"KIF21B"	"transcript variant 1"	"NM_001252100.1"	"NP_001239029.1"
"16"	"KIF22"	"transcript variant 2"	"NM_001256269.1"	"NP_001243198.1"
"15"	"KIF23"	"transcript variant 2"	"NM_004856.5"	"NP_004847.2"
"9"	"KIF24"	"kinesin family member 24"	"NM_194313.2"	"NP_919289.2"
"6"	"KIF25"	"transcript variant 2"	"NM_005355.3"	"NP_005346.3"
"6"	"KIF25-AS1"	"KIF25 antisense RNA 1"	"XR_132743.1"	""
"14"	"KIF26A"	"kinesin family member 26A"	"NM_015656.1"	"NP_056471.1"
"1"	"KIF26B"	"kinesin family member 26B"	"NM_018012.3"	"NP_060482.2"
"9"	"KIF27"	"kinesin family member 27"	"NM_017576.1"	"NP_060046.1"
"5"	"KIF2A"	"transcript variant 1"	"NM_004520.4"	"NP_004511.2"
"17"	"KIF2B"	"kinesin family member 2B"	"NM_032559.4"	"NP_115948.4"
"1"	"KIF2C"	"kinesin family member 2C"	"NM_006845.3"	"NP_006836.2"
"5"	"KIF3A"	"kinesin family member 3A"	"NM_007054.5"	"NP_008985.3"
"20"	"KIF3B"	"kinesin family member 3B"	"NM_004798.3"	"NP_004789.1"
"2"	"KIF3C"	"kinesin family member 3C"	"NM_002254.6"	"NP_002245.4"
"X"	"KIF4A"	"kinesin family member 4A"	"NM_012310.4"	"NP_036442.3"
"5"	"KIF4B"	"kinesin family member 4B"	"NM_001099293.1"	"NP_001092763.1"
"12"	"KIF5A"	"kinesin family member 5A"	"NM_004984.2"	"NP_004975.2"
"10"	"KIF5B"	"kinesin family member 5B"	"NM_004521.2"	"NP_004512.1"
"6"	"KIF6"	"kinesin family member 6"	"NM_145027.4"	"NP_659464.3"
"15"	"KIF7"	"kinesin family member 7"	"NM_198525.2"	"NP_940927.2"
"3"	"KIF9"	"transcript variant 1"	"NM_022342.4"	"NP_071737.1"
"1"	"KIFAP3"	"transcript variant 1"	"NM_014970.3"	"NP_055785.2"
"6"	"KIFC1"	"kinesin family member C1"	"NM_002263.3"	"NP_002254.2"
"8"	"KIFC2"	"kinesin family member C2"	"NM_145754.2"	"NP_665697.1"
"16"	"KIFC3"	"transcript variant 1"	"NM_005550.3"	"NP_005541.3"
"10"	"KIN"	"transcript variant 1"	"NM_012311.3"	"NP_036443.1"
"19"	"KIR2DL1"	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1"	"NM_014218.2"	"NP_055033.2"
"19"	"KIR2DL3"	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3"	"NM_015868.2"	"NP_056952.2"
"19"	"KIR2DL4"	"transcript variant 3"	"NM_001080770.1"	"NP_001074239.1"
"19"	"KIR2DS4"	"killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4"	"NM_012314.3"	"NP_036446.3"
"19"	"KIR3DL1"	"killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1"	"NM_013289.2"	"NP_037421.2"
"19"	"KIR3DL2"	"transcript variant 2"	"NM_001242867.1"	"NP_001229796.1"
"19"	"KIR3DL3"	"killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3"	"NM_153443.3"	"NP_703144.2"
"1"	"KIRREL"	"kin of IRRE like (Drosophila)"	"NM_018240.5"	"NP_060710.3"
"1"	"KIRREL-IT1"	"KIRREL intronic transcript 1 (non-protein coding)"	"XR_108362.1"	""
"19"	"KIRREL2"	"transcript variant 1"	"NM_032123.5"	"NP_115499.4"
"11"	"KIRREL3"	"transcript variant 1"	"NM_032531.3"	"NP_115920.1"
"11"	"KIRREL3-AS2"	"KIRREL3 antisense RNA 2"	"NR_046986.1"	""
"11"	"KIRREL3-AS3"	"KIRREL3 antisense RNA 3"	"NR_040078.1"	""
"1"	"KISS1"	"KiSS-1 metastasis-suppressor"	"NM_002256.3"	"NP_002247.3"
"19"	"KISS1R"	"KISS1 receptor"	"NM_032551.4"	"NP_115940.2"
"4"	"KIT"	"transcript variant 1"	"NM_000222.2"	"NP_000213.1"
"12"	"KITLG"	"transcript variant b"	"NM_000899.4"	"NP_000890.1"
"20"	"KIZ"	"transcript variant 1"	"NM_018474.4"	"NP_060944.3"
"13"	"KL"	"klotho"	"NM_004795.3"	"NP_004786.2"
"4"	"KLB"	"klotho beta"	"NM_175737.3"	"NP_783864.1"
"14"	"KLC1"	"transcript variant 1"	"NM_005552.4"	"NP_005543.2"
"11"	"KLC2"	"transcript variant 1"	"NM_022822.2"	"NP_073733.1"
"19"	"KLC3"	"kinesin light chain 3"	"NM_177417.2"	"NP_803136.2"
"6"	"KLC4"	"transcript variant 4"	"NM_138343.2"	"NP_612352.1"
"19"	"KLF1"	"Kruppel-like factor 1 (erythroid)"	"NM_006563.3"	"NP_006554.1"
"8"	"KLF10"	"transcript variant 2"	"NM_001032282.2"	"NP_001027453.1"
"2"	"KLF11"	"transcript variant 1"	"NM_003597.4"	"NP_003588.1"
"13"	"KLF12"	"Kruppel-like factor 12"	"NM_007249.4"	"NP_009180.3"
"15"	"KLF13"	"Kruppel-like factor 13"	"NM_015995.2"	"NP_057079.2"
"7"	"KLF14"	"Kruppel-like factor 14"	"NM_138693.2"	"NP_619638.1"
"3"	"KLF15"	"Kruppel-like factor 15"	"NM_014079.3"	"NP_054798.1"
"19"	"KLF16"	"Kruppel-like factor 16"	"NM_031918.3"	"NP_114124.1"
"1"	"KLF17"	"Kruppel-like factor 17"	"NM_173484.3"	"NP_775755.3"
"19"	"KLF2"	"Kruppel-like factor 2 (lung)"	"NM_016270.2"	"NP_057354.1"
"4"	"KLF3"	"Kruppel-like factor 3 (basic)"	"NM_016531.5"	"NP_057615.3"
"9"	"KLF4"	"Kruppel-like factor 4 (gut)"	"NM_004235.4"	"NP_004226.3"
"13"	"KLF5"	"Kruppel-like factor 5 (intestinal)"	"NM_001730.3"	"NP_001721.2"
"10"	"KLF6"	"transcript variant B"	"NM_001160124.1"	"NP_001153596.1"
"2"	"KLF7"	"transcript variant 1"	"NM_003709.3"	"NP_003700.1"
"X"	"KLF8"	"transcript variant 1"	"NM_007250.4"	"NP_009181.2"
"9"	"KLF9"	"Kruppel-like factor 9"	"NM_001206.2"	"NP_001197.1"
"14"	"KLHDC1"	"kelch domain containing 1"	"NM_172193.2"	"NP_751943.1"
"7"	"KLHDC10"	"kelch domain containing 10"	"NM_014997.3"	"NP_055812.1"
"14"	"KLHDC2"	"kelch domain containing 2"	"NM_014315.2"	"NP_055130.1"
"6"	"KLHDC3"	"transcript variant 1"	"NM_057161.3"	"NP_476502.1"
"16"	"KLHDC4"	"transcript variant 1"	"NM_017566.3"	"NP_060036.2"
"1"	"KLHDC7A"	"kelch domain containing 7A"	"NM_152375.2"	"NP_689588.2"
"22"	"KLHDC7B"	"kelch domain containing 7B"	"NM_138433.3"	"NP_612442.2"
"1"	"KLHDC8A"	"kelch domain containing 8A"	"NM_018203.1"	"NP_060673.1"
"3"	"KLHDC8B"	"kelch domain containing 8B"	"NM_173546.2"	"NP_775817.1"
"1"	"KLHDC9"	"transcript variant 1"	"NM_152366.4"	"NP_689579.3"
"13"	"KLHL1"	"kelch-like 1 (Drosophila)"	"NM_020866.2"	"NP_065917.1"
"17"	"KLHL10"	"kelch-like 10 (Drosophila)"	"NM_152467.3"	"NP_689680.2"
"17"	"KLHL11"	"kelch-like 11 (Drosophila)"	"NM_018143.1"	"NP_060613.1"
"1"	"KLHL12"	"kelch-like 12 (Drosophila)"	"NM_021633.2"	"NP_067646.1"
"X"	"KLHL13"	"transcript variant 1"	"NM_033495.3"	"NP_277030.2"
"18"	"KLHL14"	"kelch-like 14 (Drosophila)"	"NM_020805.1"	"NP_065856.1"
"X"	"KLHL15"	"kelch-like 15 (Drosophila)"	"NM_030624.2"	"NP_085127.2"
"1"	"KLHL17"	"kelch-like 17 (Drosophila)"	"NM_198317.2"	"NP_938073.1"
"3"	"KLHL18"	"kelch-like 18 (Drosophila)"	"NM_025010.4"	"NP_079286.2"
"4"	"KLHL2"	"transcript variant 2"	"NM_001161521.1"	"NP_001154993.1"
"1"	"KLHL20"	"kelch-like 20 (Drosophila)"	"NM_014458.3"	"NP_055273.2"
"1"	"KLHL21"	"kelch-like 21 (Drosophila)"	"NM_014851.2"	"NP_055666.2"
"22"	"KLHL22"	"kelch-like 22 (Drosophila), transcript variant 1"	"NM_032775.3"	"NP_116164.2"
"2"	"KLHL23"	"kelch-like 23 (Drosophila)"	"NM_144711.5"	"NP_653312.2"
"3"	"KLHL24"	"kelch-like 24 (Drosophila)"	"NM_017644.3"	"NP_060114.2"
"15"	"KLHL25"	"kelch-like 25 (Drosophila)"	"NM_022480.3"	"NP_071925.2"
"19"	"KLHL26"	"kelch-like 26 (Drosophila)"	"NM_018316.1"	"NP_060786.1"
"14"	"KLHL28"	"kelch-like 28 (Drosophila)"	"NM_017658.3"	"NP_060128.2"
"2"	"KLHL29"	"kelch-like 29 (Drosophila)"	"NM_052920.1"	"NP_443152.1"
"5"	"KLHL3"	"kelch-like 3 (Drosophila)"	"NM_017415.2"	"NP_059111.2"
"2"	"KLHL30"	"kelch-like 30 (Drosophila)"	"NM_198582.3"	"NP_940984.3"
"6"	"KLHL31"	"kelch-like 31 (Drosophila)"	"NM_001003760.4"	"NP_001003760.2"
"6"	"KLHL32"	"kelch-like 32 (Drosophila)"	"NM_052904.3"	"NP_443136.2"
"14"	"KLHL33"	"kelch-like 33 (Drosophila)"	"NM_001109997.2"	"NP_001103467.2"
"X"	"KLHL34"	"kelch-like 34 (Drosophila)"	"NM_153270.1"	"NP_695002.1"
"11"	"KLHL35"	"kelch-like 35 (Drosophila)"	"NM_001039548.2"	"NP_001034637.2"
"16"	"KLHL36"	"kelch-like 36 (Drosophila)"	"NM_024731.2"	"NP_079007.2"
"8"	"KLHL38"	"kelch-like 38 (Drosophila)"	"NM_001081675.2"	"NP_001075144.2"
"X"	"KLHL4"	"transcript variant 1"	"NM_019117.4"	"NP_061990.2"
"3"	"KLHL40"	"kelch-like family member 40"	"NM_152393.3"	"NP_689606.2"
"2"	"KLHL41"	"kelch-like family member 41"	"NM_006063.2"	"NP_006054.2"
"4"	"KLHL5"	"transcript variant 3"	"NM_001007075.2"	"NP_001007076.1"
"3"	"KLHL6"	"kelch-like 6 (Drosophila)"	"NM_130446.2"	"NP_569713.2"
"7"	"KLHL7"	"kelch-like 7 (Drosophila), transcript variant 2"	"NM_018846.4"	"NP_061334.4"
"7"	"KLHL7-AS1"	"KLHL7 antisense RNA 1 (head to head)"	"NR_046220.1"	""
"4"	"KLHL8"	"kelch-like 8 (Drosophila)"	"NM_020803.3"	"NP_065854.3"
"9"	"KLHL9"	"kelch-like 9 (Drosophila)"	"NM_018847.2"	"NP_061335.1"
"19"	"KLK1"	"kallikrein 1"	"NM_002257.2"	"NP_002248.1"
"19"	"KLK10"	"transcript variant 1"	"NM_002776.4"	"NP_002767.2"
"19"	"KLK11"	"transcript variant 1"	"NM_006853.2"	"NP_006844.1"
"19"	"KLK12"	"transcript variant 1"	"NM_019598.2"	"NP_062544.1"
"19"	"KLK13"	"kallikrein-related peptidase 13"	"NM_015596.1"	"NP_056411.1"
"19"	"KLK14"	"kallikrein-related peptidase 14"	"NM_022046.4"	"NP_071329.2"
"19"	"KLK15"	"transcript variant 4"	"NM_017509.2"	"NP_059979.2"
"19"	"KLK2"	"transcript variant 1"	"NM_005551.3"	"NP_005542.1"
"19"	"KLK3"	"transcript variant 3"	"NM_001030047.1"	"NP_001025218.1"
"19"	"KLK4"	"kallikrein-related peptidase 4"	"NM_004917.3"	"NP_004908.3"
"19"	"KLK5"	"transcript variant 1"	"NM_012427.4"	"NP_036559.1"
"19"	"KLK6"	"transcript variant A"	"NM_002774.3"	"NP_002765.1"
"19"	"KLK7"	"transcript variant 1"	"NM_005046.3"	"NP_005037.1"
"19"	"KLK8"	"transcript variant 1"	"NM_007196.2"	"NP_009127.1"
"19"	"KLK9"	"kallikrein-related peptidase 9"	"NM_012315.1"	"NP_036447.1"
"4"	"KLKB1"	"kallikrein B, plasma (Fletcher factor) 1"	"NM_000892.3"	"NP_000883.2"
"19"	"KLKP1"	"kallikrein pseudogene 1"	"NR_002948.1"	""
"10"	"KLLN"	"killin, p53-regulated DNA replication inhibitor"	"NM_001126049.1"	"NP_001119521.1"
"12"	"KLRAP1"	"killer cell lectin-like receptor subfamily A pseudogene 1"	"NR_028045.1"	""
"12"	"KLRB1"	"killer cell lectin-like receptor subfamily B, member 1"	"NM_002258.2"	"NP_002249.1"
"12"	"KLRC1"	"transcript variant 1"	"NM_002259.4"	"NP_002250.1"
"12"	"KLRC2"	"killer cell lectin-like receptor subfamily C, member 2"	"NM_002260.3"	"NP_002251.2"
"12"	"KLRC3"	"transcript variant 1"	"NM_002261.2"	"NP_002252.2"
"12"	"KLRC4"	"killer cell lectin-like receptor subfamily C, member 4"	"NM_013431.2"	"NP_038459.1"
"12"	"KLRD1"	"transcript variant 1"	"NM_002262.3"	"NP_002253.1"
"12"	"KLRF1"	"killer cell lectin-like receptor subfamily F, member 1"	"NM_016523.1"	"NP_057607.1"
"12"	"KLRF2"	"killer cell lectin-like receptor subfamily F, member 2"	"NM_001190765.1"	"NP_001177694.1"
"12"	"KLRG1"	"killer cell lectin-like receptor subfamily G, member 1"	"NM_005810.3"	"NP_005801.3"
"7"	"KLRG2"	"killer cell lectin-like receptor subfamily G, member 2"	"NM_198508.2"	"NP_940910.1"
"12"	"KLRK1"	"killer cell lectin-like receptor subfamily K, member 1"	"NM_007360.3"	"NP_031386.2"
"1"	"KMO"	"kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)"	"NM_003679.4"	"NP_003670.2"
"11"	"KMT2A"	"transcript variant 2"	"NM_005933.3"	"NP_005924.2"
"12"	"KMT2D"	"lysine (K)-specific methyltransferase 2D"	"NM_003482.3"	"NP_003473.3"
"1"	"KNCN"	"kinocilin"	"NM_001097611.1"	"NP_001091080.1"
"10"	"KNDC1"	"transcript variant 1"	"NM_152643.6"	"NP_689856.6"
"3"	"KNG1"	"transcript variant 1"	"NM_001102416.2"	"NP_001095886.1"
"12"	"KNTC1"	"kinetochore associated 1"	"NM_014708.4"	"NP_055523.1"
"3"	"KPNA1"	"transcript variant 1"	"NM_002264.3"	"NP_002255.3"
"17"	"KPNA2"	"karyopherin alpha 2 (RAG cohort 1, importin alpha 1)"	"NM_002266.2"	"NP_002257.1"
"13"	"KPNA3"	"karyopherin alpha 3 (importin alpha 4)"	"NM_002267.3"	"NP_002258.2"
"3"	"KPNA4"	"karyopherin alpha 4 (importin alpha 3)"	"NM_002268.4"	"NP_002259.1"
"6"	"KPNA5"	"karyopherin alpha 5 (importin alpha 6)"	"NM_002269.2"	"NP_002260.2"
"1"	"KPNA6"	"karyopherin alpha 6 (importin alpha 7)"	"NM_012316.4"	"NP_036448.1"
"7"	"KPNA7"	"karyopherin alpha 7 (importin alpha 8)"	"NM_001145715.1"	"NP_001139187.1"
"17"	"KPNB1"	"karyopherin (importin) beta 1"	"NM_002265.4"	"NP_002256.2"
"1"	"KPRP"	"keratinocyte proline-rich protein"	"NM_001025231.1"	"NP_001020402.1"
"19"	"KPTN"	"kaptin (actin binding protein)"	"NM_007059.2"	"NP_008990.2"
"12"	"KRAS"	"transcript variant b"	"NM_004985.3"	"NP_004976.2"
"7"	"KRBA1"	"KRAB-A domain containing 1"	"NM_032534.2"	"NP_115923.2"
"17"	"KRBA2"	"KRAB-A domain containing 2"	"NM_213597.2"	"NP_998762.1"
"3"	"KRBOX1"	"KRAB box domain containing 1"	"NM_001205272.1"	"NP_001192201.1"
"3"	"KRBOX1-AS1"	"KRBOX1 antisense RNA 1"	"XR_110049.1"	""
"2"	"KRCC1"	"lysine-rich coiled-coil 1"	"NM_016618.1"	"NP_057702.1"
"22"	"KREMEN1"	"transcript variant 3"	"NM_001039570.2"	"NP_001034659.2"
"16"	"KREMEN2"	"transcript variant 4"	"NM_172229.2"	"NP_757384.1"
"19"	"KRI1"	"KRI1 homolog (S. cerevisiae)"	"NM_023008.3"	"NP_075384.3"
"7"	"KRIT1"	"transcript variant 2"	"NM_004912.3"	"NP_004903.2"
"12"	"KRR1"	"KRR1, small subunit (SSU) processome component, homolog (yeast)"	"NM_007043.6"	"NP_008974.5"
"12"	"KRT1"	"keratin 1"	"NM_006121.3"	"NP_006112.3"
"17"	"KRT10"	"keratin 10"	"NM_000421.3"	"NP_000412.3"
"17"	"KRT12"	"keratin 12"	"NM_000223.3"	"NP_000214.1"
"17"	"KRT13"	"transcript variant 1"	"NM_153490.2"	"NP_705694.2"
"17"	"KRT14"	"keratin 14"	"NM_000526.4"	"NP_000517.2"
"17"	"KRT15"	"keratin 15"	"NM_002275.3"	"NP_002266.2"
"17"	"KRT16"	"keratin 16"	"NM_005557.3"	"NP_005548.2"
"17"	"KRT16P2"	"keratin 16 pseudogene 2"	"NR_029392.1"	""
"17"	"KRT16P3"	"keratin 16 pseudogene 3"	"NR_029393.1"	""
"17"	"KRT17"	"keratin 17"	"NM_000422.2"	"NP_000413.1"
"12"	"KRT18"	"transcript variant 2"	"NM_199187.1"	"NP_954657.1"
"17"	"KRT18P55"	"keratin 18 pseudogene 55"	"NR_028334.1"	""
